#hsa	pvalue
5710	0.0002164769018016770
5713	0.0002164769018016770
5714	0.0002164769018016770
5717	0.0002164769018016770
5719	0.0002164769018016770
23476	0.0002164769018016770
780	0.0002181979674185100
5600	0.0002318536862255010
1613	0.0002448152449948630
5649109	0.0002578787796011770
18595	0.0002597111481719480
4321	0.0002665717549758140
5422	0.0002686477385480300
8737	0.0002686477385480300
8899	0.0002686477385480300
22933	0.0002686477385480300
2043	0.0002720141861310880
5605	0.0002740260065368260
6817	0.0002847600265059480
902	0.0003246334985799830
84254	0.0003246334985799830
102724428	0.0003246334985799830
890	0.0003302526867876690
90	0.0003307749034677420
7048	0.0003307749034677420
4638	0.0003444941186792340
100348842	0.0003648430568877750
5062	0.0003669318072066770
1576	0.0003981263883294460
8491	0.0003997402016674760
190	0.0004158454229064100
22983	0.0004158454229064100
23387	0.0004232028381518710
395694	0.0004232028381518710
5608	0.0004256761541021460
29110	0.0004256761541021460
8999	0.0004322028656529520
24598	0.0004691362138823040
2147	0.0004792456899931600
1536	0.0004968897513300430
5105	0.0004968897513300430
5106	0.0004968897513300430
6553	0.0004968897513300430
22173	0.0004968897513300430
27035	0.0004968897513300430
79400	0.0004968897513300430
563560	0.0004968897513300430
25865	0.0005134989882773710
6795	0.0005204022827553950
896	0.0005243325950144430
1024	0.0005243325950144430
9641	0.0005243325950144430
8445	0.0005272616308620430
5727	0.0005437765500273110
16855	0.0005437765500273110
24629	0.0005437765500273110
50686	0.0005437765500273110
84027	0.0005437765500273110
2051	0.0005533835421274550
660	0.0005685798080768590
1109	0.0005869235700924470
5563	0.0006162911733640570
57787	0.0006236879403738850
140609	0.0006236879403738850
11113	0.0006490190293792590
22848	0.0006490190293792590
2580	0.0006703400568363900
6778	0.0007396256308413730
5604	0.0007779687520719280
2081	0.0007851877837696900
4190	0.0008388998116309830
4191	0.0008388998116309830
904	0.0008495361852047580
22171	0.0008510084062148910
4296	0.0008776314600882010
595	0.0008923195523450080
13316346	0.0009048788967518160
3614	0.0009070917531411890
3615	0.0009070917531411890
6446	0.0009070917531411890
1432	0.0009412593680654920
1612	0.0009519853293084190
25989	0.0009519853293084190
1263	0.0009915764727983290
8986	0.0009915764727983290
2045	0.0009926107898085020
85366	0.0009926107898085020
55872	0.0010200889345506300
208	0.0011260251402898800
51776	0.0012121329523956100
4128	0.0012476606283990500
9175	0.0012933822395484700
102800317	0.0013300204261627000
1387	0.0013538767704134200
10783	0.0013538767704134200
24890	0.0013575660644442200
56924	0.0013575660644442200
255239	0.0013575660644442200
3316	0.0015830079307601200
6608	0.0017648191259725600
10587	0.0017648191259725600
55781	0.0017735098122154600
83732	0.0017735098122154600
1545	0.0017755147707641700
11011	0.0017981183286574400
6622	0.0018514256462791400
4916	0.0018679959020843300
3643	0.0018730368235936200
5568	0.0019019997516800900
10188	0.0019157901792615700
317748	0.0019598151433082600
5290	0.0021898749109116800
24784	0.0022247464350481600
287287	0.0022763038024632900
8780	0.0022878560079628400
2242	0.0023280710024229600
695	0.0024480143788170200
8394	0.0024491449973944000
10110	0.0024491449973944000
2066	0.0025605520054956100
6793	0.0027208200159230800
64158	0.0027578324543781400
2869	0.0027611528054135600
3549	0.0028620551687682200
6401	0.0028620551687682200
6469	0.0028620551687682200
50846	0.0028620551687682200
65036	0.0028620551687682200
155871	0.0028620551687682200
497756	0.0028620551687682200
100101555	0.0028620551687682200
100135490	0.0028620551687682200
100720484	0.0028620551687682200
100726255	0.0028620551687682200
100734741	0.0028620551687682200
2868	0.0029168078383525800
11213	0.0029168078383525800
1509	0.0029617752932810000
2047	0.0030200435910968400
7535	0.0030200435910968400
8396	0.0032743391516925900
57172	0.0032743391516925900
5609	0.0034172668672740000
6311	0.0034446782058009000
142	0.0035627364809474100
1543	0.0035683497366522700
8912	0.0036778873474888000
2642	0.0037974095513507200
78959	0.0037974095513507200
293	0.0038341394359342600
952	0.0038341394359342600
20517	0.0038341394359342600
59272	0.0038341394359342600
79888	0.0038341394359342600
811773	0.0038341394359342600
3641348	0.0038341394359342600
3641414	0.0038341394359342600
100996758	0.0038341394359342600
975	0.0039341120804890400
4860	0.0039341120804890400
6548	0.0039341120804890400
24159	0.0039341120804890400
24782	0.0039341120804890400
785911	0.0039341120804890400
100720631	0.0039341120804890400
369	0.0041163945733929100
2819	0.0041163945733929100
2820	0.0041163945733929100
15930	0.0041163945733929100
23752	0.0041163945733929100
24808	0.0041163945733929100
25340	0.0041163945733929100
26415	0.0041163945733929100
171072	0.0041163945733929100
396592	0.0041163945733929100
711717	0.0041163945733929100
1114791	0.0041163945733929100
10549022	0.0041163945733929100
3571199	0.0041959788166119100
1195	0.0042568768449005400
7150	0.0043037742591153000
9201	0.0043037742591153000
10769	0.0043037742591153000
10645	0.0043289869221003700
10038	0.0044024994270648500
5058	0.0045434349496294300
784	0.0048553336113265900
785	0.0048553336113265900
3592	0.0048553336113265900
3593	0.0048553336113265900
6583	0.0048553336113265900
19015	0.0048553336113265900
56749	0.0048553336113265900
130399	0.0048553336113265900
1022	0.0051285699739325800
2048	0.0052115380416670800
8711	0.0052115380416670800
207	0.0057913519255203800
24230	0.0059013486763892500
3702	0.0063631673185039200
5970	0.0064804445771516800
7296	0.0064804445771516800
79858	0.0064804445771516800
5027	0.0067456952178654000
8644	0.0069468062146262900
2042	0.0073128467056757000
23411	0.0080117059517538400
3725	0.0087950401274165800
778	0.0088891329399270300
3565	0.0088891329399270300
6580	0.0089441503159749600
80122	0.0090810993214009100
415116	0.0090810993214009100
7444	0.0091906778434203600
24296	0.0091906778434203600
55351	0.0091906778434203600
83903	0.0091906778434203600
682930	0.0091906778434203600
331	0.0098382008911477400
14182	0.0098382008911477400
12933205	0.0098382008911477400
53904	0.0106310021811077000
1198	0.0107385054186671000
2044	0.0108681663969373000
27	0.0109787173066507000
316	0.0111229650798092000
196	0.0111629090869774000
7498	0.0112843678022136000
6098	0.0124506575873059000
540446	0.0126254868253543000
9149	0.0129298800163356000
11040	0.0129298800163356000
4170	0.0129914082489373000
9134	0.0131429560102091000
814	0.0136764215795301000
7006	0.0138219213565356000
15499	0.0138219213565356000
24660	0.0143012635962438000
100	0.0143317043132129000
2247	0.0143317043132129000
12801	0.0143317043132129000
50508	0.0143317043132129000
100135627	0.0143317043132129000
658	0.0144002783743333000
4215	0.0144002783743333000
57118	0.0144002783743333000
51135	0.0144496752716064000
920	0.0146393273203876000
19713	0.0146393273203876000
100009585	0.0146393273203876000
100327259	0.0146393273203876000
285220	0.0147562948954869000
5127	0.0154186954831589000
3553	0.0155817323967029000
5965	0.0159893582608781000
246	0.0165776857984630000
16542	0.0166394526458376000
978	0.0168719013953607000
6898	0.0168719013953607000
361523	0.0168719013953607000
5585	0.0169661520600905000
8576	0.0169661520600905000
951475	0.0174159593308798000
5347	0.0179232493559813000
5429	0.0179232493559813000
100135548	0.0185371357911830000
1633	0.0200264853939521000
6869	0.0200461298571271000
6549	0.0204841971746226000
240	0.0205783921672177000
5142	0.0207208938258666000
2023	0.0211510709548118000
3098	0.0211510709548118000
3099	0.0211510709548118000
3101	0.0211510709548118000
4507	0.0211510709548118000
5045	0.0211510709548118000
5540	0.0211510709548118000
11647	0.0211510709548118000
12675	0.0211510709548118000
12772	0.0211510709548118000
13548	0.0211510709548118000
29735	0.0211510709548118000
51110	0.0211510709548118000
76768	0.0211510709548118000
109899	0.0211510709548118000
114294	0.0211510709548118000
116590	0.0211510709548118000
145567	0.0211510709548118000
256281	0.0211510709548118000
678683	0.0211510709548118000
2774506	0.0211510709548118000
2775589	0.0211510709548118000
2776664	0.0211510709548118000
3168364	0.0211510709548118000
3169356	0.0211510709548118000
3169567	0.0211510709548118000
4098731	0.0211510709548118000
5287	0.0213416921090469000
55561	0.0213416921090469000
6582	0.0218846171007859000
8444	0.0218846171007859000
783	0.0220092684993260000
4752	0.0220092684993260000
8911	0.0220092684993260000
8913	0.0220092684993260000
814099	0.0220092684993260000
782	0.0223055547948748000
11689	0.0223055547948748000
11820	0.0223055547948748000
16453	0.0223055547948748000
5294	0.0223359802597825000
5144	0.0238301601581618000
1969	0.0241155947668484000
11184	0.0241885498718277000
3480	0.0243687991070271000
4137	0.0255540182961874000
898	0.0265530309953536000
538	0.0270268913807725000
1646	0.0270268913807725000
2041	0.0272690457009658000
1132	0.0275373236686736000
440275	0.0283194847392481000
134	0.0295322071407207000
7849	0.0307109584615172000
57551	0.0307521354372373000
1018	0.0309932115767187000
6868	0.0309932115767187000
24239	0.0309932115767187000
5606	0.0310222906179717000
2046	0.0310548440859924000
6513	0.0320220581720840000
852254	0.0320220581720840000
938625	0.0320220581720840000
759	0.0325396487611620000
2796	0.0342346574540353000
2798	0.0342346574540353000
8788	0.0342346574540353000
9970	0.0342346574540353000
10392	0.0342346574540353000
25007	0.0342346574540353000
57337	0.0342346574540353000
282041	0.0342346574540353000
396445	0.0342346574540353000
100135549	0.0342346574540353000
4088	0.0346732500014552000
204851	0.0351214971266900000
3782	0.0352240835330385000
5288	0.0352240835330385000
109731	0.0352240835330385000
5129	0.0354131907118237000
8517	0.0354131907118237000
12802	0.0354131907118237000
100135626	0.0354131907118237000
1574	0.0370588409410283000
55589	0.0399594329754512000
774	0.0403065799288048000
24950	0.0403065799288048000
5598	0.0434056933912625000
29716	0.0434056933912625000
2833	0.0438591476202197000
4791	0.0438591476202197000
319757	0.0438591476202197000
443530	0.0438591476202197000
613024	0.0438591476202197000
101825598	0.0438591476202197000
101825859	0.0438591476202197000
6011	0.0448067184979216000
64677	0.0452402636639774000
4751	0.0452410454569469000
81788	0.0452410454569469000
1557	0.0466326600039621000
23621	0.0472105708343432000
26524	0.0480248230217423000
1072	0.0486618627255412000
1073	0.0486618627255412000
1386	0.0486618627255412000
1621	0.0486618627255412000
2539	0.0486618627255412000
3297	0.0486618627255412000
5297	0.0486618627255412000
6955	0.0486618627255412000
6957	0.0486618627255412000
6965	0.0486618627255412000
8678	0.0486618627255412000
11541	0.0486618627255412000
12169	0.0486618627255412000
14255	0.0486618627255412000
17096	0.0486618627255412000
18761	0.0486618627255412000
19072	0.0486618627255412000
20607	0.0486618627255412000
20779	0.0486618627255412000
22820	0.0486618627255412000
22870	0.0486618627255412000
55291	0.0486618627255412000
56637	0.0486618627255412000
57143	0.0486618627255412000
57217	0.0486618627255412000
58813	0.0486618627255412000
83471	0.0486618627255412000
92745	0.0486618627255412000
171384	0.0486618627255412000
281607	0.0486618627255412000
286818	0.0486618627255412000
403410	0.0486618627255412000
407157	0.0486618627255412000
445540	0.0486618627255412000
1121139	0.0486618627255412000
13319491	0.0486618627255412000
100008951	0.0486618627255412000
100135647	0.0486618627255412000
100144322	0.0486618627255412000
100343957	0.0486618627255412000
100717592	0.0486618627255412000
729230	0.0514840782893129000
20423	0.0516707431946164000
4758	0.0526846754568127000
4759	0.0526846754568127000
10825	0.0526846754568127000
23396	0.0526846754568127000
84630	0.0526846754568127000
146057	0.0526846754568127000
9971	0.0540112803547371000
29290	0.0540112803547371000
43	0.0549851875033653000
10988	0.0565373846293467000
140469	0.0565373846293467000
4282	0.0566228637698645000
7465	0.0566228637698645000
1592	0.0578278666509936000
7042	0.0578278666509936000
7043	0.0578278666509936000
29503	0.0578278666509936000
397309	0.0583917214455409000
5468	0.0609660616865780000
51347	0.0618945199625459000
9262	0.0661159940494232000
27347	0.0693089071213842000
1459	0.0710652340562175000
396910	0.0725657041180734000
403881	0.0725657041180734000
239	0.0733856470746826000
1241	0.0738866099316464000
1544	0.0744874819694492000
3783	0.0745974787570707000
56848	0.0745974787570707000
24680	0.0752837693477075000
24681	0.0752837693477075000
25023	0.0752837693477075000
25522	0.0752837693477075000
29340	0.0752837693477075000
81749	0.0752837693477075000
85420	0.0752837693477075000
170538	0.0752837693477075000
2778	0.0787428818498314000
51426	0.0801288832305497000
10000	0.0806576752450381000
23435	0.0817296408874952000
100009114	0.0817793874458580000
673	0.0830645507527786000
3738	0.0835356638763965000
396319	0.0835356638763965000
396338	0.0835356638763965000
320	0.0836722157606330000
1374	0.0836722157606330000
3939	0.0836722157606330000
6550	0.0836722157606330000
6584	0.0836722157606330000
7423	0.0836722157606330000
11648	0.0836722157606330000
12978	0.0836722157606330000
16187	0.0836722157606330000
19882	0.0836722157606330000
19886	0.0836722157606330000
21846	0.0836722157606330000
22637	0.0836722157606330000
26054	0.0836722157606330000
26420	0.0836722157606330000
77337	0.0836722157606330000
281293	0.0836722157606330000
12931141	0.0836722157606330000
100009430	0.0836722157606330000
131890	0.0845003199940040000
1234	0.0872291594903522000
2564	0.0872291594903522000
779	0.0878068488657958000
5291	0.0900005691323872000
1584	0.0919487684831875000
2739	0.0919487684831875000
8798	0.0919487684831875000
8854	0.0919487684831875000
25149	0.0919487684831875000
100009094	0.0919487684831875000
1120	0.0965915691066435000
4889	0.0965915691066435000
6870	0.0965915691066435000
15566	0.0965915691066435000
51311	0.0965915691066435000
54861	0.0965915691066435000
282301	0.0965915691066435000
527165	0.0965915691066435000
7294	0.0975727792293986000
7066	0.0986772432584921000
10495	0.0991769051937076000
4129	0.0993843284376509000
54101	0.0999935714944010000
598	0.1009548830102570000
2859	0.1009548830102570000
4294	0.1009548830102570000
396442	0.1023181041110490000
3091	0.1060451889345090000
216	0.1080753600660180000
590	0.1092356101840800000
5999	0.1142716596588680000
25248	0.1161726152267370000
624	0.1200397344379400000
3984	0.1209761856963890000
3028	0.1230177955175670000
54106	0.1233589601757290000
1158731	0.1233799445664950000
649	0.1239872156205850000
4830	0.1239872156205850000
4831	0.1239872156205850000
5537	0.1239872156205850000
24653	0.1239872156205850000
54305	0.1239872156205850000
281958	0.1239872156205850000
282323	0.1239872156205850000
2237	0.1308391041793440000
1128	0.1320570885975170000
2950	0.1335597898228300000
5328	0.1335597898228300000
7786	0.1344460655859720000
13315991	0.1344460655859720000
11201	0.1441439874362660000
7253	0.1468918241340070000
776	0.1483236747829340000
855242	0.1483236747829340000
5423	0.1483541039790260000
8729	0.1524473486769280000
10564	0.1524473486769280000
10565	0.1524473486769280000
24303	0.1524473486769280000
29295	0.1524473486769280000
51284	0.1524473486769280000
266684	0.1524473486769280000
286953	0.1524473486769280000
286963	0.1524473486769280000
292728	0.1524473486769280000
100301563	0.1524473486769280000
10746	0.1530755681432300000
1585	0.1567815780681610000
6579	0.1567815780681610000
9290	0.1567815780681610000
25154	0.1567815780681610000
55315	0.1567815780681610000
222962	0.1567815780681610000
775	0.1571942523378860000
12932805	0.1572144417795070000
231	0.1579727915349190000
9344	0.1665911648080750000
496	0.1678303643544890000
501	0.1678303643544890000
973	0.1678303643544890000
974	0.1678303643544890000
1394	0.1678303643544890000
1806	0.1678303643544890000
2249	0.1678303643544890000
2252	0.1678303643544890000
2253	0.1678303643544890000
2255	0.1678303643544890000
2257	0.1678303643544890000
2258	0.1678303643544890000
3497	0.1678303643544890000
3567	0.1678303643544890000
3656	0.1678303643544890000
5564	0.1678303643544890000
5565	0.1678303643544890000
5571	0.1678303643544890000
6566	0.1678303643544890000
8817	0.1678303643544890000
8822	0.1678303643544890000
8829	0.1678303643544890000
12534	0.1678303643544890000
16337	0.1678303643544890000
19879	0.1678303643544890000
24385	0.1678303643544890000
26357	0.1678303643544890000
29465	0.1678303643544890000
30849	0.1678303643544890000
51393	0.1678303643544890000
51422	0.1678303643544890000
53632	0.1678303643544890000
66026	0.1678303643544890000
81539	0.1678303643544890000
81640	0.1678303643544890000
209176	0.1678303643544890000
347527	0.1678303643544890000
617917	0.1678303643544890000
694181	0.1678303643544890000
923602	0.1678303643544890000
924440	0.1678303643544890000
939223	0.1678303643544890000
100009586	0.1678303643544890000
100135466	0.1678303643544890000
100622149	0.1678303643544890000
83523	0.1739002192862620000
4544	0.1744517556626300000
773	0.1813669294655170000
6581	0.1813669294655170000
6777	0.1813669294655170000
7040	0.1813669294655170000
7412	0.1813669294655170000
5293	0.1820292997645970000
1119	0.1834276476661580000
5150	0.1834276476661580000
6327	0.1834276476661580000
27115	0.1834276476661580000
29277	0.1834276476661580000
56274	0.1834276476661580000
1460	0.1845223623210880000
1129	0.1875359003744400000
6256	0.1953246656169910000
5218	0.1959710269433530000
7299	0.1959710269433530000
596	0.2038055359059050000
85443	0.2038055359059050000
3735	0.2071179528666300000
79934	0.2071179528666300000
518675	0.2071179528666300000
5610	0.2079240381958940000
2155	0.2137748395023810000
2847	0.2137748395023810000
4161	0.2137748395023810000
17295	0.2137748395023810000
277328	0.2137748395023810000
312896	0.2137748395023810000
1489531	0.2137748395023810000
4318	0.2144266396306100000
11329	0.2158786969314190000
24297	0.2158786969314190000
171522	0.2158786969314190000
15550	0.2183472339829740000
9578	0.2237751339592780000
22875	0.2237751339592780000
22858	0.2260636091270910000
140901	0.2260636091270910000
5742	0.2266415670156740000
3780	0.2338333264659070000
5128	0.2414594259709550000
57014	0.2414594259709550000
1445	0.2436336731351000000
5591	0.2436336731351000000
9682	0.2436336731351000000
5980	0.2443495974835420000
861	0.2465301402396720000
865	0.2465301402396720000
23012	0.2493989158700070000
24300	0.2493989158700070000
760	0.2497205334895060000
1950	0.2606852137500510000
3700	0.2606852137500510000
4886	0.2606852137500510000
4887	0.2606852137500510000
5319	0.2606852137500510000
6772	0.2606852137500510000
12766	0.2606852137500510000
282322	0.2606852137500510000
404074	0.2606852137500510000
618607	0.2606852137500510000
100302667	0.2606852137500510000
100714172	0.2606852137500510000
100731540	0.2606852137500510000
873	0.2613127881929960000
4154	0.2650668349308960000
4363	0.2651849017566820000
7941	0.2651849017566820000
9706	0.2651849017566820000
672	0.2654452177181280000
3320	0.2689113133121060000
8856	0.2820666003607030000
4145	0.2836141653374520000
71742	0.2836141653374520000
389840	0.2836141653374520000
6097	0.2856377379787100000
84006	0.2869772357223730000
1991	0.2893608521084550000
2565	0.2893608521084550000
2567	0.2893608521084550000
2568	0.2893608521084550000
3781	0.2893608521084550000
6753	0.2893608521084550000
14254	0.2893608521084550000
24360	0.2893608521084550000
55879	0.2893608521084550000
1269	0.2894011228225620000
1786	0.2894011228225620000
407136	0.3031951234087860000
220	0.3076681163847820000
262	0.3076681163847820000
652	0.3076681163847820000
2641	0.3076681163847820000
5741	0.3076681163847820000
7067	0.3076681163847820000
7915	0.3076681163847820000
10840	0.3076681163847820000
16001	0.3076681163847820000
23173	0.3076681163847820000
24267	0.3076681163847820000
25033	0.3076681163847820000
80271	0.3076681163847820000
160428	0.3076681163847820000
338442	0.3076681163847820000
